record_id,date,year,store_id,store_name,suburb,seifa_score,seifa_group,product_id,product_name,brand,category,pack_size_g,regular_price,promo_price,was_price,on_promotion,discount_pct,genuine_discount,misleading_flag,units_sold,stock_level
345,8/13/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.16,6.22,6.99,1,-0.97,0,1,87,196
346,8/20/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.77,5.95,6.66,1,-3.12,0,1,55,237
347,8/27/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.03,5.32,6.03,1,11.77,1,0,94,86
348,09/03/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,4.77,6.01,1,20.63,1,0,75,249
349,09/10/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.71,5.71,5.71,0,0,0,0,87,197
350,9/17/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.08,6.08,6.08,0,0,0,0,64,185
351,9/24/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.67,4.66,5.67,1,17.81,1,0,28,105
352,10/01/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.73,5.73,5.73,0,0,0,0,61,151
353,10/08/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.06,6.06,6.06,0,0,0,0,56,147
354,10/15/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.76,5.76,5.76,0,0,0,0,79,246
355,10/22/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6,4.99,6,1,16.83,1,0,88,128
356,10/29/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.04,6.04,6.04,0,0,0,0,40,229
357,11/05/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.61,5.61,5.61,0,0,0,0,90,239
358,11/12/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.98,5.33,5.98,1,10.87,1,0,44,81
359,11/19/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.76,5.76,5.76,0,0,0,0,37,146
360,11/26/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.87,5.87,5.87,0,0,0,0,60,103
361,12/03/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.68,5.84,6.58,1,-2.82,0,1,55,176
362,12/10/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.96,5.96,5.96,0,0,0,0,89,248
363,12/17/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.97,5.97,5.97,0,0,0,0,79,209
364,12/24/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6,5.16,6,1,14,1,0,91,129
365,12/31/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,5.24,6.01,1,12.81,1,0,21,81
366,01/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,7.71,7.71,7.71,0,0,0,0,49,195
367,1/14/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,7.71,7.71,7.71,0,0,0,0,55,156
368,1/21/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,6.73,7.71,1,-11.98,0,1,74,185
369,1/28/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,6.45,7.71,1,-7.32,0,1,35,91
370,02/04/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,7.02,7.71,1,-16.81,0,1,22,223
371,02/11/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,6.87,7.71,1,-14.31,0,1,84,200
372,2/18/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,7.11,7.71,1,-18.3,0,1,51,240
373,2/25/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.97,5.97,5.97,0,0,0,0,33,115
374,03/03/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.78,5.13,5.78,1,11.25,1,0,92,154
375,03/10/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.1,6.2,7.24,1,-1.64,0,1,41,222
376,3/17/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.2,6.2,6.2,0,0,0,0,31,128
377,3/24/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.67,5.67,5.67,0,0,0,0,54,237
378,3/31/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.13,6.13,6.13,0,0,0,0,25,146
379,04/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.07,5.1,6.07,1,15.98,1,0,85,170
380,4/14/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.02,6.52,7.01,1,-8.31,0,1,44,133
381,4/21/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.79,5.79,5.79,0,0,0,0,84,189
382,4/28/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.14,6.14,6.14,0,0,0,0,71,210
383,05/05/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.17,6.17,6.17,0,0,0,0,32,196
384,05/12/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.67,5.67,5.67,0,0,0,0,87,104
385,5/19/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.74,6.08,6.38,1,-5.92,0,1,50,157
386,5/26/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.13,6.14,6.74,1,-0.16,0,1,21,139
387,06/02/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.82,5.07,5.82,1,12.89,1,0,21,205
388,06/09/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.2,4.67,6.2,1,24.68,1,0,28,178
389,6/16/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.64,5.64,5.64,0,0,0,0,26,159
390,6/23/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,6.01,6.01,0,0,0,0,23,182
391,6/30/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.74,5.02,5.74,1,12.54,1,0,55,203
392,07/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.11,6.11,6.11,0,0,0,0,82,141
393,7/14/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.99,4.96,5.99,1,17.2,1,0,90,165
394,7/21/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.18,5.17,6.18,1,16.34,1,0,98,228
395,7/28/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.06,5.26,6.06,1,13.2,1,0,72,161
396,08/04/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.64,4.85,5.64,1,14.01,1,0,30,228
397,08/11/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.11,5.36,6.11,1,12.27,1,0,71,191
398,8/18/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.04,6.04,6.04,0,0,0,0,71,236
399,8/25/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.88,5.88,5.88,0,0,0,0,32,192
400,09/01/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.17,6.17,6.17,0,0,0,0,28,248
401,09/08/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.01,6.01,6.01,0,0,0,0,48,176
402,9/15/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.1,6.49,6.99,1,-6.39,0,1,53,87
403,9/22/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.14,6.14,6.14,0,0,0,0,98,224
404,9/29/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.64,5.64,5.64,0,0,0,0,88,239
405,10/06/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.19,6.19,6.19,0,0,0,0,27,156
406,10/13/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.62,5.62,5.62,0,0,0,0,20,188
407,10/20/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.08,5.01,6.08,1,17.6,1,0,77,238
408,10/27/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.78,5.89,6.74,1,-1.9,0,1,77,84
409,11/03/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.93,5.93,5.93,0,0,0,0,27,143
410,11/10/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.85,4.48,5.85,1,23.42,1,0,27,183
411,11/17/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.97,5.26,5.97,1,11.89,1,0,87,157
412,11/24/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.64,5.64,5.64,0,0,0,0,81,193
413,12/01/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.79,5.11,5.79,1,11.74,1,0,32,239
414,12/08/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,6.05,6.05,6.05,0,0,0,0,30,89
415,12/15/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.8,5.8,5.8,0,0,0,0,74,232
416,12/22/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C004,Special K 500g,Kellogg’s,Cereal,500,5.83,5.83,5.83,0,0,0,0,41,237
417,01/01/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.96,5.96,5.96,0,0,0,0,70,192
418,01/08/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.79,6.28,6.87,1,-8.46,0,1,66,97
419,1/15/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.78,6.1,6.79,1,-5.54,0,1,42,165
420,1/22/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.85,4.63,5.85,1,20.85,1,0,21,108
421,1/29/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.81,5.9,6.67,1,-1.55,0,1,63,101
422,02/05/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.73,5.73,5.73,0,0,0,0,75,82
423,02/12/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.58,5.58,5.58,0,0,0,0,48,109
424,2/19/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.92,5.92,5.92,0,0,0,0,27,185
425,2/26/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.73,5.73,5.73,0,0,0,0,24,82
426,03/05/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,6,4.68,6,1,22,1,0,29,228
427,03/12/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.84,5.84,5.84,0,0,0,0,46,145
428,3/19/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.61,5.61,5.61,0,0,0,0,55,165
429,3/26/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.91,5.91,5.91,0,0,0,0,31,93
430,04/02/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.85,5.85,5.85,0,0,0,0,39,154
431,04/09/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.85,5.85,5.85,0,0,0,0,89,135
432,4/16/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.7,4.58,5.7,1,19.65,1,0,29,103
433,4/23/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.53,4.98,5.53,1,9.95,1,0,40,117
434,4/30/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.5,4.62,5.5,1,16,1,0,90,83
435,05/07/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.71,5.71,5.71,0,0,0,0,99,134
436,5/14/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.82,4.71,5.82,1,19.07,1,0,38,238
437,5/21/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,4.75,5.41,1,12.2,1,0,43,188
438,5/28/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.85,5.85,5.85,0,0,0,0,50,179
439,06/04/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.71,5.71,5.71,0,0,0,0,74,192
440,06/11/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.66,4.59,5.66,1,18.9,1,0,66,136
441,6/18/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.96,5.96,5.96,0,0,0,0,36,83
442,6/25/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.7,4.28,5.7,1,24.91,1,0,94,182
443,07/02/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.74,5.74,5.74,0,0,0,0,80,217
444,07/09/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.6,4.34,5.6,1,22.5,1,0,89,160
445,7/16/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.96,5.96,5.96,0,0,0,0,38,249
446,7/23/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.91,4.91,5.91,1,16.92,1,0,68,228
447,7/30/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.67,5.67,5.67,0,0,0,0,89,169
448,08/06/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.45,5.45,5.45,0,0,0,0,54,208
449,8/13/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.87,5.08,5.87,1,13.46,1,0,79,136
450,8/20/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.85,5.85,5.85,0,0,0,0,55,237
451,8/27/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.57,4.78,5.57,1,14.18,1,0,74,93
452,09/03/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.55,5.98,6.35,1,-7.75,0,1,63,152
453,09/10/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.69,4.35,5.69,1,23.55,1,0,76,100
454,9/17/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.72,5.72,5.72,0,0,0,0,26,149
455,9/24/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.94,4.49,5.94,1,24.41,1,0,34,228
456,10/01/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.43,5.43,5.43,0,0,0,0,33,136
457,10/08/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.7,5.7,5.7,0,0,0,0,88,210
458,10/15/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.84,4.99,5.84,1,14.55,1,0,31,248
459,10/22/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,5.41,5.41,0,0,0,0,90,165
460,10/29/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,6.43,6.43,6.43,0,0,0,0,80,140
461,11/05/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,6.43,6.43,6.43,0,0,0,0,60,246
462,11/12/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,6.43,6.43,6.43,0,0,0,0,89,177
463,11/19/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,6.28,6.43,1,-16.08,0,1,35,191
464,11/26/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,6.15,6.43,1,-13.68,0,1,95,167
465,12/03/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,5.74,6.43,1,-6.1,0,1,82,128
466,12/10/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.41,5.83,6.43,1,-7.76,0,1,34,199
467,12/17/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.48,5.48,5.48,0,0,0,0,33,234
468,12/24/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.97,5.97,5.97,0,0,0,0,47,105
469,12/31/2023,2023,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.73,5.73,5.73,0,0,0,0,22,123
470,01/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.72,5.72,5.72,0,0,0,0,25,246
471,1/14/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.79,5.79,5.79,0,0,0,0,69,226
472,1/21/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.66,5.01,5.66,1,11.48,1,0,60,243
473,1/28/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.57,4.85,5.57,1,12.93,1,0,61,139
474,02/04/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.82,5.82,5.82,0,0,0,0,26,159
475,02/11/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.91,5.91,5.91,0,0,0,0,59,240
476,2/18/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.76,4.55,5.76,1,21.01,1,0,67,186
477,2/25/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.59,5.59,5.59,0,0,0,0,38,111
478,03/03/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.47,5.47,5.47,0,0,0,0,35,208
479,03/10/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.65,5.65,5.65,0,0,0,0,40,237
480,3/17/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.78,5.87,6.61,1,-1.56,0,1,46,148
481,3/24/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.74,5.74,5.74,0,0,0,0,44,227
482,3/31/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.93,6.44,6.63,1,-8.6,0,1,69,213
483,04/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.83,4.53,5.83,1,22.3,1,0,92,210
484,4/14/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.93,5.93,5.93,0,0,0,0,40,235
485,4/21/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.9,5.18,5.9,1,12.2,1,0,60,130
486,4/28/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.67,5.67,5.67,0,0,0,0,76,102
487,05/05/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.77,6.33,6.62,1,-9.71,0,1,54,112
488,05/12/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.48,5.48,5.48,0,0,0,0,85,247
489,5/19/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.4,5.4,5.4,0,0,0,0,89,227
490,5/26/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.54,5.54,5.54,0,0,0,0,82,146
491,06/02/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.82,5.82,5.82,0,0,0,0,57,222
492,06/09/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.53,4.44,5.53,1,19.71,1,0,33,224
493,6/16/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.86,5.86,5.86,0,0,0,0,96,194
494,6/23/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.94,5.94,5.94,0,0,0,0,42,170
495,6/30/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.63,4.74,5.63,1,15.81,1,0,81,114
496,07/07/2024,2024,W001,Woolworths Burnside,Burnside,1102,Advantaged,C005,Sultana Bran 420g,Kellogg’s,Cereal,420,5.65,5.65,5.65,0,0,0,0,44,247
